"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Rwanda","RWA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","51.9","51.9","61.3","63.8","63.8","63.8","63.8","63.8","63.8","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","78.1","78.1","78.1",
"South Asia","SAS","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","26.3","26.3","26.3","26.3","26.3","29.4","29.4","29.4","31.9","31.9","31.9","31.9","38.1","70.6",
"Sudan","SDN","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","23.8","23.8","23.8","23.8","23.8","23.8","23.8","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4",
"Senegal","SEN","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","35","35","35","38.1","38.1","38.1","38.1","38.1","44.4","44.4","44.4","49.4","49.4","51.9","51.9","51.9","51.9","51.9","51.9","51.9","55","55","55","55","55","55","55","55","55","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8",
"Singapore","SGP","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","60","62.5","62.5","65.6","65.6","65.6","65.6","65.6","65.6","65.6","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","71.3","71.3","71.3","71.3","71.3","76.3","82.5","82.5","82.5","82.5","82.5",
"Solomon Islands","SLB","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","48.1","48.1","48.1","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","56.9","56.9","56.9","56.9","56.9",
"Sierra Leone","SLE","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","38.1","38.1","38.1","38.1","38.1","38.1","45.6","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1",
"El Salvador","SLV","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","68.8","68.8","68.8","74.4","80.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","83.8","83.8","83.8","83.8","83.8","83.8","83.8","86.3","86.3","86.3","88.8","88.8","88.8","88.8",
"San Marino","SMR","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","60.6","60.6","60.6","60.6","60.6","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","80","80","80","80","80","80","80","80","80","80","80","80",
"Somalia","SOM","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","32.5","32.5","32.5","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9",
"Serbia","SRB","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","73.1","73.1","73.1","73.1","73.1","78.8","81.9","81.9","88.1","90.6","90.6","90.6","93.8","96.9","96.9","96.9","96.9","96.9","93.8","93.8","93.8","93.8","93.8",
"Sub-Saharan Africa (excluding high income)","SSA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","43.8","43.8","43.8","43.8","43.8","43.8","43.8","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","49.4","58.1","58.1","58.1","61.3","51.9","51.9","51.9","51.9","51.9","70","70",
"Sub-Saharan Africa","SSF","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","18.8","18.8","18.8","18.8","18.8","18.8","21.9","21.9","45","47.5","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","56.3","56.3","56.3","56.3","56.3","58.8","58.8","58.8","58.8","65","65","74.4","74.4","74.4","74.4","86.3",
"Suriname","SUR","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","31.3","31.3","31.3","31.3","31.3","31.3","31.3","31.3","31.3","31.3","31.3","60.6","60.6","60.6","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3",
"Slovak Republic","SVK","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","61.3","61.3","61.3","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","76.3","76.3","78.8","78.8","81.9","81.9","91.3","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4",
"Slovenia","SVN","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","82.5","82.5","85","88.1","88.1","88.1","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","90.6","93.8","93.8",
"Sweden","SWE","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","71.3","71.3","71.3","73.8","73.8","73.8","73.8","73.8","73.8","73.8","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","81.9","81.9","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","90.6","90.6","90.6","90.6","90.6","90.6","90.6","96.9","96.9","96.9","96.9","96.9","96.9","96.9","100","100","100","100","100","100","100",
"Eswatini","SWZ","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","26.9","26.9","26.9","26.9","33.1","33.1","33.1","33.1","33.1","33.1","33.1","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","46.3",
"Sint Maarten (Dutch part)","SXM","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","51.3","60","60","60","60","60","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","65.6","71.3","71.3","71.3","71.3","71.3","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","76.3","76.3","76.3","76.3",
"Syrian Arab Republic","SYR","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","26.3","26.3","26.3","26.3","26.3","28.8","28.8","28.8","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9",
"Turks and Caicos Islands","TCA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","66.3","66.3","66.3",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","25.6","25.6","25.6","31.9","31.9","31.9","31.9","31.9","31.9","31.9","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","69.4","69.4","69.4","69.4","75.6","75.6","81.9","81.9","84.4","84.4","84.4","84.4","84.4",
"Thailand","THA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","57.5","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","75","75","75","75","75","75","75","75","75","75","75","78.1",
"Tajikistan","TJK","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","55.6","52.5","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","58.1","58.1","58.1","70","70","70","70","70","70","70","70","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","75.6","75.6","75.6","75.6","78.8","78.8","78.8",
"Turkmenistan","TKM","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","31.9","31.9","31.9","31.9","31.9","31.9","31.9","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","40.6","40.6","40.6","40.6","50","50","53.1","53.1","53.1","53.1","53.1","53.1","53.1","55.6","77.5","77.5","77.5","77.5","77.5","80","83.1","83.1",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","56.3","56.3","56.3","58.8","58.8","58.8","58.8","58.8","58.8",
"South Asia (IDA & IBRD)","TSA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","43.1","43.1","52.5","52.5","55","55","55","55","55","55","55","55","57.5","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","69.4","69.4","69.4","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","75","75","75","75","75","75","75",
"Tunisia","TUN","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","48.8","48.8","48.8","48.8","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","70","70",
"Turkey","TUR","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","56.9","65.6","68.1","74.4","76.9","76.9","80","80","80","80","80","80","80","82.5","82.5","82.5","82.5","82.5",
"Tuvalu","TUV","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","58.8","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","70.6","70.6","70.6","70.6","70.6","70.6","73.1","84.4","84.4","84.4","84.4","84.4","84.4","84.4","84.4","84.4","84.4","84.4","84.4","84.4","84.4","84.4",
"Uganda","UGA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","67.5","67.5","67.5","67.5","70","70","70","70","70","70","70","70","70","73.1",
"Ukraine","UKR","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","55.6","52.5","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","55","58.1","61.3","61.3","63.8","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","73.1","73.1","73.1","75.6","75.6","75.6","75.6","78.8","78.8","78.8","78.8","78.8","78.8","78.8",
"Upper middle income","UMC","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","60","60","60","60","60","60","60","60","60","60","60","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","65.6","65.6","65.6","65.6","65.6","65.6","68.1","68.1","68.1","68.1","68.1","68.1","68.1","71.3","71.3","71.3","71.3","71.3","71.3","76.9","83.1","83.1","83.1","83.1","85.6","85.6","85.6","85.6","88.8","88.8",
"United States","USA","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","66.9","66.9","66.9","66.9","66.9","70","70","70","70","72.5","72.5","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","81.3","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","91.3","91.3",
"Uzbekistan","UZB","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","53.1","50","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","55.6","55.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5",
"St. Vincent and the Grenadines","VCT","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","55","55","55","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","57.5","60","60","60","60","60","63.1","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1",
"Venezuela, RB","VEN","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","60","60","60","60","60","60","60","60","65.6","65.6","65.6","65.6","65.6","65.6","65.6","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","71.3","80","82.5","82.5","82.5","82.5","82.5","82.5","82.5","85","85","85","85","85",
"British Virgin Islands","VGB","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","56.9","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","67.5","70","70","70","70","70","76.3","76.3","76.3","78.8","78.8","78.8","78.8",
"Vanuatu","VUT","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","43.8","43.8","43.8","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","49.4","49.4","49.4","49.4","49.4","49.4","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1",
"World","WLD","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","48.1","48.1","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","56.9","56.9","56.9","80","80","80","80","80","80","80",
"Kosovo","XKX","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","70.6","70.6","70.6","68.1","68.1","78.1","80.6","83.8","86.9","86.9","86.9","86.9","86.9","86.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9",
"Yemen, Rep.","YEM","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","23.8","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9",
"South Africa","ZAF","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","28.8","28.8","33.8","33.8","38.8","38.8","38.8","38.8","38.8","41.9","41.9","59.4","59.4","65","65","67.5","70.6","76.3","76.3","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","81.9","81.9","88.1","88.1","88.1","88.1","88.1","88.1",
"Zambia","ZMB","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","49.4","49.4","49.4","49.4","49.4","49.4","54.4","54.4","57.5","57.5","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","63.1","63.1","63.1","63.1","78.8","78.8","78.8","81.3",
"Zimbabwe","ZWE","Women Business and the Law Index Score (scale 1-100)","SG.LAW.INDX","","","","","","","","","","","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","55","55","55","55","57.5","57.5","66.9","66.9","66.9","66.9","66.9","70","70","70","75.6","78.8","78.8","78.8","84.4","86.9","86.9","86.9","86.9","86.9","86.9","86.9","86.9","86.9","86.9","86.9","86.9","86.9",
